taxAssessedValue,isUnmappable,datePriceChanged,longitude,bedrooms,providerListingID,listing_sub_type,isPremierBuilder,lotAreaValue,priceChange,latitude,zpid,price,priceForHDP,rentZestimate,newConstructionType,isPreforeclosureAuction,daysOnZillow,dateSold,shouldHighlight,isNonOwnerOccupied,imgSrc,isZillowOwned,homeType,homeStatus,state,streetAddress,zipcode,homeStatusForHDP,livingArea,isFeatured,country,unit,lotAreaUnit,zestimate,city,videoCount,isShowcaseListing,bathrooms,isRentalWithBasePrice,currency
2236000.0,False,,-122.37735,4.0,,{},False,6198.588,,47.57871,48966185,2775000.0,2775000.0,7914,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/623ae05fd7ce78d036bdfe348a4c1f75-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,2717 36th Avenue SW,98126,RECENTLY_SOLD,4790.0,False,USA,,sqft,2881500,Seattle,,False,5.0,,USD
1542000.0,False,,-122.298416,4.0,,{},False,6037.416,,47.694244,48972454,1540000.0,1540000.0,5195,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/1d01f4afa1f0b2f42b284e2e6775e8e5-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,9010 27th Avenue NE,98115,RECENTLY_SOLD,2990.0,False,USA,,sqft,1541200,Seattle,,False,3.0,,USD
974000.0,False,,-122.31764,2.0,,{},False,1311.156,,47.621834,49011319,1085000.0,1085000.0,4049,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/6abb477952f318c985adac6599d83113-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,1101 E HARRISON Street,98102,RECENTLY_SOLD,1540.0,False,USA,,sqft,1088000,Seattle,,False,3.0,,USD
964000.0,False,,-122.31361,4.0,,{},False,3798.432,,47.68838,49012077,1239500.0,1239500.0,4900,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/abdc814ab4b8757790c17b5d81f63d27-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,8057 14th Avenue NE,98115,RECENTLY_SOLD,2940.0,False,USA,,sqft,1269100,Seattle,,False,3.0,,USD
296000.0,False,,-122.35895,1.0,,{},False,1.0,,47.624035,49105671,360000.0,360000.0,1898,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/ef2d7bd1c43eba3b77c02e01714c7686-p_e.jpg,False,CONDO,RECENTLY_SOLD,WA,520 2nd Avenue W UNIT 307,98119,RECENTLY_SOLD,569.0,False,USA,Apt 307,sqft,353700,Seattle,,False,1.0,,USD
928000.0,False,,-122.36789,3.0,,{},False,4098.996,,47.668938,49127497,860000.0,860000.0,3495,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/aaec9a6f45d6122b76555e4d1d7d0f2c-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,836 NW Market Street,98107,RECENTLY_SOLD,2150.0,False,USA,,sqft,858900,Seattle,,False,1.0,,USD
846000.0,False,,-122.2904,4.0,,{},False,7801.596,,47.70281,49135156,910000.0,910000.0,3934,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/8d8a2cdf1490db5e962edf4122fb0432-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,10058 35th Avenue NE,98125,RECENTLY_SOLD,2090.0,False,USA,,sqft,922600,Seattle,,False,2.0,,USD
623000.0,False,,-122.38704,3.0,,{},False,1341.648,,47.5722,72500787,775000.0,775000.0,3599,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/b0131555b00b611aea0617e6a246bd0f-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,3457 California Avenue SW,98116,RECENTLY_SOLD,1650.0,False,USA,,sqft,789700,Seattle,,False,3.0,,USD
,False,,-122.30164,2.0,,{},False,,,47.5853,2056016172,584990.0,584990.0,,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/f3bd193ec9434fcd09c2dd8f2aaa3009-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,2018 24th Avenue S,98144,RECENTLY_SOLD,1192.0,False,USA,,,586700,Seattle,,False,2.0,,USD
,False,,-122.374725,3.0,,{},False,1376.496,,47.678265,2056043560,857500.0,857500.0,3599,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/9715d342cb8797768a6867bf0decd0d4-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,6714 Alonzo Avenue NW UNIT A,98117,RECENTLY_SOLD,1460.0,False,USA,# A,sqft,814900,Seattle,,False,3.0,,USD
,False,,-122.30143,3.0,,{},False,,,47.584766,2057636320,770000.0,770000.0,1987,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/f3bd193ec9434fcd09c2dd8f2aaa3009-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,2024 24th Avenue S,98144,RECENTLY_SOLD,1670.0,False,USA,,,767300,Seattle,,False,3.0,,USD
,False,,-122.35528,3.0,,{},False,2042.964,,47.70722,2070961937,690000.0,690000.0,3095,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/9dca0d07e391c20992b2c20353841ba6-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,10710 Greenwood Avenue N UNIT D,98133,RECENTLY_SOLD,1237.0,False,USA,# D,sqft,693200,Seattle,,False,2.0,,USD
,False,,-122.29084,3.0,,{},False,1311.156,,47.682003,2099725852,950000.0,950000.0,4013,,False,-1,1693551600000,False,True,https://photos.zillowstatic.com/fp/e01fd71d7d67097c83a4b808d30be9ed-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,7325 35th Avenue NE UNIT A,98115,RECENTLY_SOLD,1791.0,False,USA,# A,sqft,939900,Seattle,,False,2.0,,USD
1025000.0,False,,-122.36948,3.0,,{},False,5000.688,,47.67258,48654383,1217500.0,1217500.0,3496,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/2364800cdaeaa8f50ab4ae20ee6fd728-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,914 NW 60th Street,98107,RECENTLY_SOLD,1286.0,False,USA,,sqft,1153000,Seattle,,False,2.0,,USD
608000.0,False,,-122.25461,3.0,,{},False,6499.152,,47.506905,48659818,675000.0,675000.0,3049,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/4e53459cf13f064744dcd83e51cd82da-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,10442 63rd Avenue S,98178,RECENTLY_SOLD,1660.0,False,USA,,sqft,688200,Seattle,,False,2.0,,USD
1335000.0,False,,-122.350204,5.0,,{},False,5000.688,,47.637154,48690112,1310765.0,1310765.0,6199,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/faf223806c7c10810b457bcdef4a68cd-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,361 Crockett Street,98109,RECENTLY_SOLD,3100.0,False,USA,,sqft,1348500,Seattle,,False,3.0,,USD
2783000.0,False,,-122.4051,5.0,,{},False,7422.624,,47.666264,48700969,3400000.0,3400000.0,6709,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/084bd781f2c5d60f5aa22e826c9ebb19-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,3636 W Commodore Way,98199,RECENTLY_SOLD,4108.0,False,USA,,sqft,2629500,Seattle,,False,4.0,,USD
780000.0,False,,-122.366325,4.0,,{},False,5423.22,,47.696648,48764450,825000.0,825000.0,3900,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/5b827de05d7b74dbe099eca02f75c771-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,9219 8th Avenue NW,98117,RECENTLY_SOLD,1830.0,False,USA,,sqft,775100,Seattle,,False,2.0,,USD
866000.0,False,,-122.38094,3.0,,{},False,5000.688,,47.674053,48823150,1025000.0,1025000.0,4248,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/daedc569b61137defcd75c62c47a89be-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,1746 NW 62nd Street,98107,RECENTLY_SOLD,2160.0,False,USA,,sqft,1048800,Seattle,,False,2.0,,USD
668000.0,False,,-122.38436,3.0,,{},False,1999.404,,47.6726,48823340,772500.0,772500.0,3194,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/d706a0ed10b0b18d4291e11d208435e2-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,2052 NW 60th Street,98107,RECENTLY_SOLD,1280.0,False,USA,,sqft,660900,Seattle,,False,1.0,,USD
566000.0,False,,-122.25215,3.0,,{},False,6899.904,,47.50516,48839891,580000.0,580000.0,2998,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/a07690e4fe0f982be0919b8c3a894ffc-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,6501 S Hazel Street,98178,RECENTLY_SOLD,1920.0,False,USA,,sqft,520900,Seattle,,False,1.0,,USD
967000.0,False,,-122.287186,5.0,,{},False,7710.12,,47.698765,48873664,1050000.0,1050000.0,3949,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/60ef1eef42f1d7ffd424d376cb9dd3a9-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,3818 NE 96th Street,98115,RECENTLY_SOLD,2600.0,False,USA,,sqft,1078500,Seattle,,False,2.0,,USD
847000.0,False,,-122.2958,3.0,,{},False,0.3656,,47.714363,48875686,730000.0,730000.0,3150,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/0c089188349cff751ddd0d077e6756f5-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,11825 31st Place NE,98125,RECENTLY_SOLD,1320.0,False,USA,,acres,771500,Seattle,,False,2.0,,USD
534000.0,False,,-122.29992,2.0,,{},False,5279.472,,47.714577,48875694,625000.0,625000.0,2500,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/db7b713a6a718eb4479c746817752349-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,11716 26th Avenue NE,98125,RECENTLY_SOLD,800.0,False,USA,,sqft,640200,Seattle,,False,1.0,,USD
762000.0,False,,-122.39819,3.0,,{},False,5501.628,,47.581017,48877371,1025000.0,1025000.0,4250,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/bfd5fde9dbc45f726f5fe02031442279-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,5119 SW Waite Street,98116,RECENTLY_SOLD,2000.0,False,USA,,sqft,1029500,Seattle,,False,2.0,,USD
942000.0,False,,-122.37035,3.0,,{},False,8102.16,,47.72358,48884423,932000.0,932000.0,3829,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/b9de816d218c97a64e3bd4aa0b4da491-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,1018 NW 130th Street,98177,RECENTLY_SOLD,1779.0,False,USA,,sqft,903400,Seattle,,False,2.0,,USD
548000.0,False,,-122.27689,2.0,,{},False,7618.644,,47.542706,48894614,560000.0,560000.0,2824,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/e8476370c529df823de8c8d4ef6ddb90-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,4424 S Holly Street,98118,RECENTLY_SOLD,1620.0,False,USA,,sqft,511200,Seattle,,False,1.0,,USD
882000.0,False,,-122.284966,4.0,,{},False,7318.08,,47.71044,48919171,1025000.0,1025000.0,3949,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/e98e1cf8da9aef9f271d7a6bdb7101c1-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,11310 40th Avenue NE,98125,RECENTLY_SOLD,2460.0,False,USA,,sqft,1124100,Seattle,,False,3.0,,USD
1142000.0,False,,-122.27997,3.0,,{},False,3998.808,,47.635612,48936969,935000.0,935000.0,4595,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/2a7ff9d97a5e1544c2f174ce6bd43063-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,1829 41st Avenue E,98112,RECENTLY_SOLD,1960.0,False,USA,,sqft,1162500,Seattle,,False,2.0,,USD
788000.0,False,,-122.31978,2.0,,{},False,6817.14,,47.697926,48946779,860000.0,860000.0,3095,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/e7e0101a007a69b6e7d25b6e41218b99-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,808 NE 95th Street,98115,RECENTLY_SOLD,1270.0,False,USA,,sqft,791200,Seattle,,False,2.0,,USD
634000.0,False,,-122.28261,4.0,,{},False,3001.284,,47.612762,48957352,1800000.0,1800000.0,7139,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/71f3eb6de85b7be223693d488cee165f-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,1423 Madrona Drive,98122,RECENTLY_SOLD,3213.0,False,USA,,sqft,816900,Seattle,,False,4.0,,USD
838000.0,False,,-122.349106,5.0,,{},False,6851.988,,47.717834,48984596,780000.0,780000.0,4498,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/930b83a645360d96249d2577aec4432a-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,800 N 122nd Street,98133,RECENTLY_SOLD,2580.0,False,USA,,sqft,919400,Seattle,,False,3.0,,USD
981000.0,False,,-122.29055,4.0,,{},False,3998.808,,47.58446,49004890,650000.0,650000.0,3900,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/68eba32ab16945654e1a927d73e7ae78-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,2020 33rd Avenue S,98144,RECENTLY_SOLD,1810.0,False,USA,,sqft,1017000,Seattle,,False,2.0,,USD
812000.0,False,,-122.403206,2.0,,{},False,5998.212,,47.65338,49009516,1068000.0,1068000.0,3599,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/21ce3db27095efe553bee247332398a2-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,3636 36th Avenue W,98199,RECENTLY_SOLD,1380.0,False,USA,,sqft,1062300,Seattle,,False,2.0,,USD
2095000.0,False,,-122.316605,5.0,,{},False,3998.808,,47.63746,49096562,1800000.0,1800000.0,5982,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/4fc27738a5fc91a38ba704e1a1ef8614-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,1212 E Newton Street,98102,RECENTLY_SOLD,4390.0,False,USA,,sqft,2284000,Seattle,,False,5.0,,USD
534000.0,False,,-122.3456,1.0,,{},False,,,47.609818,49118011,675000.0,675000.0,1767,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/913559c18c437ee6728b8942fbe5be1b-p_e.jpg,False,CONDO,RECENTLY_SOLD,WA,2000 Alaskan Way UNIT 442,98121,RECENTLY_SOLD,865.0,False,USA,Apt 442,,676500,Seattle,,False,1.0,,USD
868000.0,False,,-122.3191,2.0,,{},False,3811.5,,47.673878,49119891,727500.0,727500.0,2999,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/fdb8d77719bd5048836b5c5941b6dedf-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,6217 9th Avenue NE,98115,RECENTLY_SOLD,1190.0,False,USA,,sqft,780700,Seattle,,False,1.0,,USD
1730000.0,False,,-122.28599,3.0,,{},False,0.2658,,47.73266,49128855,1195000.0,1195000.0,4466,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/ee678d1b8fc27c272eea3e3d8dba3bb4-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,14331 40th Avenue NE,98125,RECENTLY_SOLD,3740.0,False,USA,,acres,1211900,Seattle,,False,5.0,,USD
482000.0,False,,-122.35475,2.0,,{},False,,,47.672165,49139743,492000.0,492000.0,1286,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/8de8f9081b5408a85b51826ed2af89ed-p_e.jpg,False,CONDO,RECENTLY_SOLD,WA,5901 Phinney Avenue N UNIT 201,98103,RECENTLY_SOLD,783.0,False,USA,Apt 201,,491200,Seattle,,False,2.0,,USD
1702000.0,False,,-122.28491,3.0,,{'is_FSBA': True},False,5945.94,,47.60314,49147570,1850000.0,1850000.0,5485,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/c3508e5fc4b0c2845124dad3585ff315-p_e.jpg,False,SINGLE_FAMILY,PENDING,WA,201 Lake Washington Blvd,98122,,2880.0,False,USA,,sqft,1876600,Seattle,,False,3.0,,USD
784000.0,False,,-122.25902,3.0,,{},False,5000.688,,47.51119,70578791,840000.0,840000.0,4994,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/df35ccd702ffa30bc467ab21c4511939-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,10014 59th Avenue S,98178,RECENTLY_SOLD,3050.0,False,USA,,sqft,854200,Seattle,,False,3.0,,USD
588000.0,False,,-122.28677,2.0,,{},False,1607.364,,47.55658,80127729,650000.0,650000.0,2997,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/7c5de0318c263d76fd3e4157075d2800-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,5013 37th Avenue S UNIT A,98118,RECENTLY_SOLD,1303.0,False,USA,# A,sqft,640000,Seattle,,False,2.0,,USD
374200.0,False,,-122.330315,3.0,,{},False,1206.612,,47.641136,241741203,1850000.0,1850000.0,3495,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/7cb163b1437a068c47cb42898fc5171c-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,2339 Fairview Avenue E UNIT H,98102,RECENTLY_SOLD,1197.0,False,USA,Slip H,sqft,,Seattle,,False,2.0,,USD
,False,,-122.318405,2.0,,{},False,1472.328,,47.69467,2056209315,795000.0,795000.0,2995,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/8e3bfc2efd495bbbe7af509d5c5ac471-p_e.jpg,False,CONDO,RECENTLY_SOLD,WA,845 NE 91st Street UNIT B,98115,RECENTLY_SOLD,1124.0,False,USA,# B,sqft,773900,Seattle,,False,2.0,,USD
,False,,-122.37047,2.0,,{'is_FSBA': True},False,2134.44,,47.68688,2056570014,699999.0,699999.0,2850,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/15bb9a235a63a3b6d62d56a0dbd2ad8a-p_e.jpg,False,SINGLE_FAMILY,PENDING,WA,1107 NW 80th St,98117,,950.0,False,USA,,sqft,693100,Seattle,,False,3.0,,USD
,False,,-122.4113,3.0,,{},False,1302.444,,47.574707,2056811428,799950.0,799950.0,3399,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/5e0fb85d849f5add6359f5f1b93fb969-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,3239 61st Avenue SW UNIT C,98116,RECENTLY_SOLD,1101.0,False,USA,# C,sqft,794400,Seattle,,False,2.0,,USD
,False,,-122.411,3.0,,{},False,1851.3,,47.574673,2056817447,1150000.0,1150000.0,4500,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/fd2e141f375935bac7815b5ea9122c3b-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,3239 61st Avenue SW UNIT A,98116,RECENTLY_SOLD,1848.0,False,USA,# A,sqft,1180800,Seattle,,False,4.0,,USD
,False,,-122.35603,2.0,,{},False,,,47.52784,2056832925,504900.0,504900.0,1351,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/4169baaff1f4ad9c52ac5b9edb22f3f0-p_e.jpg,False,CONDO,RECENTLY_SOLD,WA,8412 17th Avenue SW UNIT 1,98106,RECENTLY_SOLD,727.0,False,USA,# 1,,498300,Seattle,,False,1.0,,USD
,False,,-122.292595,2.0,,{},False,1986.336,,47.69062,2056936380,720000.0,720000.0,2800,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/48a68ddaa5aca2f7dcd935ae6da8f50e-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,3221 NE 86th Street,98115,RECENTLY_SOLD,998.0,False,USA,,sqft,,Seattle,,False,3.0,,USD
,False,,-122.35349,2.0,,{},False,932.184,,47.522667,2057133801,510000.0,510000.0,2645,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/512941b0cfd24d566674d4087eb0dada-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,9006 15th Avenue SW UNIT B,98106,RECENTLY_SOLD,1000.0,False,USA,# B,sqft,505900,Seattle,,False,1.0,,USD
,False,,-122.32803,1.0,,{},False,,,47.60029,2061646173,379950.0,379950.0,1944,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/e2278fa10dd1a19e011c49d2a253b01e-p_e.jpg,False,CONDO,RECENTLY_SOLD,WA,450 S Main Street UNIT 403,98104,RECENTLY_SOLD,569.0,False,USA,# 403,,381400,Seattle,,False,1.0,,USD
,False,,-122.31105,3.0,,{},False,810.216,,47.602192,2068049745,788000.0,788000.0,3499,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/476bd6c3f1631cdc02aba8920e0b07b8-p_e.jpg,False,TOWNHOUSE,RECENTLY_SOLD,WA,114 16th Avenue UNIT C,98122,RECENTLY_SOLD,1360.0,False,USA,Unit C,sqft,781700,Seattle,,False,2.0,,USD
,False,,-122.34449,1.0,,{},False,,,47.61837,2068532597,809000.0,809000.0,1873,,False,-1,1693465200000,False,True,https://photos.zillowstatic.com/fp/8ec2389e7da7fae47db7937cb965d1bd-p_e.jpg,False,CONDO,RECENTLY_SOLD,WA,2510 6th Avenue UNIT 1110,98121,RECENTLY_SOLD,985.0,False,USA,# 1110,,,Seattle,,False,1.0,,USD
725000.0,False,,-122.35785,4.0,,{},False,7683.984,,47.708565,48709036,850000.0,850000.0,4099,,False,-1,1693378800000,False,True,https://photos.zillowstatic.com/fp/57af29c584c99790bb1589d1f4c02a33-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,10756 1st Ave Northwest,98177,RECENTLY_SOLD,2140.0,False,USA,,sqft,850100,Seattle,,False,2.0,,USD
822000.0,False,,-122.29657,3.0,,{},False,6699.528,,47.61349,48711510,1015000.0,1015000.0,4994,,False,-1,1693378800000,False,True,https://photos.zillowstatic.com/fp/01ff963b050ce0eef9310a7d82217a6c-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,1417 Martin Luther king JR WAY,98122,RECENTLY_SOLD,2440.0,False,USA,,sqft,1015100,Seattle,,False,2.0,,USD
1003000.0,False,,-122.31982,3.0,,{},False,2800.908,,47.637386,48785462,1020000.0,1020000.0,4527,,False,-1,1693378800000,False,True,https://photos.zillowstatic.com/fp/82a95cc68db47c4562a7486c54b0deb6-p_e.jpg,False,SINGLE_FAMILY,RECENTLY_SOLD,WA,2002 10th Avenue E,98102,RECENTLY_SOLD,2250.0,False,USA,,sqft,1020100,Seattle,,False,2.0,,USD
